소장구분,소장품번호,세부번호,유물명,한자명칭,국적/시대,재질,용도,크기,출토지,지정구분,설명
국립1-전주-전주,629,0,鐵銜,말재갈,한국-삼국,금속-철,교통/통신-마구-제어,"길이 13.5,너비 5.3",전라북도-남원시-阿英面 月山里 M1-A全北 南原郡 阿英面 月山里 M1-A,,말을 조종하기 위하여 입속에 가로울리는 쇠붙이로 굴레에 달려 있는 재갈이다. 재갈쇠는 중앙에 고리로 연결되었으며 兩端은 鏡板에 끼워 그 바깥으로 고리쇠를 사이에 두고 고삐쇠와 연결된 형태이다. 재갈쇠는 새끼줄을 꼰듯한 모양을 냈으며 鏡板은 콩팥形으로 약간 外反된 중앙에 方形 고리가 있고 方形의 帶金具가 연결되었다. 鏡板의 가장자리에는 돌아가며 지름 0.8cm정도의 단이 마련되었고 중심부에서 재갈쇠와 고삐쇠가 타원형의 고리로 연결되었으며 고삐쇠 끝에는 작은 고리를 만들어 이었는데 거의 직각으로 꺾였다. (박현정)
국립1-전주-전주,691,0,土製杓子,국자,한국-원삼국,토제-연질,사회생활-의례생활-제례,"길이 16,몸통지름 5.6",전라북도-남원시-松洞面 細田里,,
국립1-전주-전주,692,0,琉璃玉,유리구슬,한국-원삼국,유리/보석-유리,의-장신구-신체장식,"길이 1.1,지름 1.0",전라북도-남원시-송동면 세전리,,
국립1-전주-전주,706,0,쇠기꽂이(寄生),,한국-가야,금속-,,,전라북도-남원시-阿英面 斗洛里 1號墳全北 南原郡 阿英面 斗洛里 1號墳,,
국립1-전주-전주,724,0,環頭刀,고리자루칼,한국-가야,금속-기타,군사-근력무기-도검,"길이 66,너비 6.3,현재길이 88.5",전라북도-남원시-하영면 두락리 4호분,,環頭刀銀裝鐵環頭가 부착된 검이다. 칼몸은 鋒部쪽에서 基部까지 한쪽에만 날이 섰으며 등部가 비교적 넓어 刀部의 橫斷面은 이등변 삼각형을 이룬다. 基部의 손잡이는 좁아져 단면이 장방형을 이루며 끝에 抹角五角形 모양의 銀裝鐵環頭가 달려있다.
국립1-전주-전주,732,0,磨製石劍,간돌검,한국-청동기,석-,사회생활-의례생활-상장,"길이 33,너비 4.4,두께 0.9",전라북도-전주시-덕진구 여의동,,간돌검1段柄式의 마제석검으로 劍身部와 柄部 단면 릉형이다.灰색을 띠고 정판암제이며 비교적 양호한 상태이다. 최대폭은 검코에 있으며 너비는 6.1cm이고 봉부쪽으로 갈수록 劍身이 서서히 좁아든다. 柄部의 상단이 하단보다 폭이 넓고 양쪽에서 미연한 線이 정중앙에 일치하지 않고 한쪽으로 치우쳐 있다. 검신의 검코 부근에서 미연한 선도 약간 엇갈려 있다. 一面의 표면에서는 原石이 남아있는 상태이다.
국립1-전주-전주,750,0,黑陶長頸壺,검은간토기,한국-청동기,토제-연질,식-음식기-저장운반,"높이 18.1,입지름 8.7,몸통지름 11.5,바닥지름 6",전라북도-전주시-덕진구 여의동 토광묘 1호,,"목의 길이가 胴Ш의 높이와 비슷하고, 表面을 黑色 磨硏한 黑色磨硏長頸壺이다. 약간 바라져 外反한 口緣에서 直立으로 곧추서 球形의 胴部를 형성하나, 胴Ш의 약간 下端에 무게 中心이 있다. 底部에서 살짝 外反하여 낮은 굽을 형성하는데, 굽의 接地面은 넓게, 안바닥보다 높으며, 磨硏하였으나 사용으로 인해 摩耗되어 胎土가 드러나 보인다. 굵은 石粒이 많이 섞인 褐色의 거칠은 점토로 제작하였으며, 整面手法은 관찰할 수 없다. (임영호)"
국립1-전주-전주,751,0,無文土器壺,민무늬토기단지,한국-청동기,토제-연질,식-음식기-저장운반,"높이 44,입지름 23.5,몸통지름 32.3,바닥지름 11.7",전라북도-전주시-덕진구 여의동,,無文土器壺민무늬토기항아리赤褐色 軟質의 外反口緣과 좁은 바닥을 가진 無文土器壺이다. 口緣端은 둥글며 口緣은 外反되었고 最大徑이 胴體中央에 있는 부풀은 몸체의 卵形이며 약간 直立한 굽은 좁고 납작한 바닥을 이룬다. 태토는 거친편이고 0.6cm이하의 석영과 사립이 器全面에 다량 포함되어 있으며 口緣의 內外面은 橫方向으로 胴體의 內外面은 縱方向으로 木理調整痕이 관찰된다. 胴體外面은 부분적으로 黑色을 띠며 器形이 한쪽으로 약간 치우쳐 있다.
국립1-전주-전주,755,0,無文土器壺,민무늬토기항아리,한국-청동기,토제-연질,식-음식기-저장운반,"높이 29.7,입지름 17.6,몸통지름 20.8,바닥지름 8.3",전라북도-전주시-德津區 如意洞,,"褐色 軟質의 無文土器壺이다. 짧은 口緣은 外反되었고 길쭉하고 둥근 몸체에 胴Ш에 비하여 매우 좁고 납작한 바닥이다. 口緣端은 둥글며 胎土를 덧붙여 성형한 굽은 外反되었으며, 端은 말아올려졌다. 정선된 胎土에 0.2cm 이하의 細沙粒이 고르게 다량 포함되어 있으며 口緣은 橫方向으로 胴Ш는 대체로 從方向으로 木理調整痕이 관찰되며, 胴Ш 下部의 表面 一部는 黑色을 띤다. 內面은 橫方向으로 木理調整되어 있다. 口緣과 굽의 胴Ш 연결부위에는 指豆痕과 물손질痕이 선명하다. 모두 片으로 복원되어 있다. (박현정)"
국립1-전주-전주,757,0,無文土器短頸壺,민무늬토기항아리,한국-청동기,토제-연질,식-음식기-저장운반,"높이 23.8,입지름 12,몸통지름 20.5,바닥지름 11.4",전라북도-전주시-德津區 如意洞,,赤褐色軟質의 무문토기 壺이다. 胴Ш 일부가 불에 그을렸으며 胎土는 매우 거칠다. 석영이 다량 함유되었고 사립도 많다. 口緣部는 짧은 목이 있으며 곡선으로 外反하다가 단순하게 곡선으로 마무리된다. 外面에서는 다수의 목리조정흔이 관찰된다. 胴Ш는 最大徑이 中下에 있으며 아래쪽이 부풀은 형태이다. 底部는 抹角平底로 胴Ш와 부드럽게 연결된다. (최흥선)
국립1-전주-전주,790,0,螺旋形把手附鉢,서린잡이바리,한국-가야,토제-연질,식-음식기-음식,"높이 9.8,입지름 9.2,최대지름 10.8,바닥지름 7.5",전라북도-남원시-동면 건지리,,
국립1-전주-전주,824,0,土製杓子,국자,한국-원삼국,토제-연질,식-음식기-음식,"전체길이 14.2,너비 6,자루길이 7.2",전라북도-남원시-松洞面 細田里,,
국립1-전주-전주,903,0,有蓋高杯,뚜껑있는굽다리접시,한국-삼국,토제-경질,식-음식기-음식,"전체높이 10,뚜껑높이 4.2,뚜껑지름 11.8,높이 7.5,입지름 11.1,바닥지름 9.8",,,灰靑色 硬質로 사립이 비교적 많이 섞여있는 胎土로 燒成이 양호한 편이다. 뚜껑은 꼭지가 없이 상면이 둥글게 드림턱으로 이어지며 약하게 단을 이루고 드림은 아주 미미한 內傾 기미로 直立해 있다. 뚜껑 內外面에 모두 물손질 정면후 목리조정흔이 보인다. 굽다리접시는 낮은 접시에 굽이 부착되어 있는 형태이다. 접시의 뚜껑받이는 가운데가 약간 오목한 형태로 곧추서 있으며 뚜껑받이턱은 단을 이루며 돌출되어 있고 자연스럽게 몸체로 이어지는데 사방향으로 좁아져 내려온다. 臺脚部는 나팔상으로 벌어진 형태이며 접합부에 바로붙어 장방형의 透窓을 등간격으로 3곳에 뚫려있는데 內→外로 뚫렸다. 그 아래 1條의 突帶가 돌려져 있으며 臺脚端은 凹面을 이룬다. 杯와 臺脚과의 접합 외면은 접합후 물손질 조정되어 있다. 杯의 內面은 期泡 형성으로 고르지 못하다. (조인진)
국립1-전주-전주,922,0,圓底廣口壺,둥근바닥입큰항아리,한국-신라,토제-경질,식-음식기-저장운반,"높이 22.8,입지름 16.3,최대지름 20.5",전라북도-고창군-興德面 南塘里,,
국립1-전주-전주,1245,0,뒤주,,한국-대한제국,나무-,식-음식기-저장운반,"가로 99,세로 62,높이 98",,,
국립1-전주-전주,1426,0,암막새,,한국-고려,토제-와질,주-건축부재-지붕재,"현재길이 19.5,너비 30.7,두께 2.2,주연두께 1.8,주연너비 1.1",전라북도-전주시-완산구 대성동 동고산성,,1426. 암막새전주시 완산구 동고산성 주건물지에서 출토되었다. 암키와부는 많은 부분이 缺失되었고 드림새는 完形이나 부분적으로 마모되었다. 드림새는 上下에 2줄로 連珠文帶를 돌리고 중앙의 방형구획 안에는 全州城이 陽刻되었다. 銘文을 중심으로 좌우에는 한쌍의 봉황문을 새기고 나머지 바탕에는 渦雲文으로 매웠다. 灰白色軟質로 胎土는 정선되었으며 등에는 集線文이 새겨졌고 배면에는 촘촘한 삼베자국이 있다. 
국립1-전주-전주,1516,0,磨製石劍,간돌검,한국-청동기,석-점판암,군사-근력무기-도검,"길이 29.5,전체너비 6,자루길이 9.5",전라북도-완주군-伊西面 盤橋里 510-23,,"一段柄式 磨製石劍으로 細長한 편이다. 劍身은 鋒部에서부터 칼몸 1/4선까지 넓어지다 미약하게 넓어지지만 거의 直立하고 있다. 등날은 鋒部에서 柄部까지 이어져 서 있으나 마모 및 부식으로 뚜렷하지 못하다. 劍身과 柄 모두 횡단면 마름모꼴을 하고 있다. 基部는 돌출되어 양끝이 뾰족하고, 基部에서 柄部로는 둔각을 이루며 둥글게 이어진다. 柄部 끝 兩端은 基部보다 더 돌출되어 있어 'H'形을 이루고 있다. 니암계 粘板岩製로 全面 마연되어 잇으나 부식 및 박리가 심한 편이다. (조인진) "
국립1-전주-전주,1747,0,有蓋三足土器,유개삼족토기,한국-백제,토제-경질,식-음식기-음식,"전체높이 7.9,뚜껑높이 4.1,뚜껑지름 12.9,높이 5.3,입지름 11.6",전라북도-정읍시-덕천면 상학리 417全北 井州市 덕천면 상학리 417,,
국립1-전주-전주,1790,0,靑銅藥師如來立像,,한국-통일신라,금속-동합금,종교신앙-불교-예배,"전체높이 9.5,머리높이 2.1,대좌높이 2.3",전라북도-익산시-金馬面 新龍里 山609-1,,"섬세한 螺髮이 머리 全面에 表現되어 있고, 肉㉲는 큼직하면서 두툼하며, 相好는 몸에 비해 다소 큰 편이다. 얼굴의 윤곽은 뚜렷하지는 않지만 지긋이 감고 있는 눈은 실선이며, 짧은 코와 작은 입 등은 단아한 느낌을 준다. 목은 볼륨감이 있는데 그다지 길지 않고 三道는 없다. 오른손은 팔꿈치 아래 부분이 잘려겨 缺失된 상태여서 結印을 살펴 볼 수 가 없으며, 왼손은 겨드랑이에 바짝 붙여 허리 부분에서 손바닥은 안쪽으로 향하고 그 위에 寶珠形의 藥器를 들고 있는 모습이다. 佛衣는 우견편단으로 가슴을 가린 僧伽梨는 비스듬히 겨드랑이 속으로 들어가 있고, 僧伽梨 위에 걸쳐진 大衣는 배부분까지 내려와서 오른쪽 허리 뒤로 돌아가고 있다. 전체적으로 佛衣가 얇게 처리되어 있어 신체의 윤곽이 잘 드러나 있다. 臺座는 7葉의 單瓣蓮花文이 덮인 7각형의 二重臺座를 이룬다. 臺座 내부는 속이 텅비어 있으며, 텅빈 부분에는 촉이 붙어 있는 것을 볼 수 있는데, 이 촉은 佛像 뒷쪽의 7각 臺座 상면에 보이는 方形 홈과 관통되는 것으로 보여진다. 따라서 方形의 홈은 光背를 꽂았던 자리로 보이며, 臺座 속에 붙어 있는 촉과는 서로 연결되는 장치인 것으로 판단된다. (임영호)"
국립1-전주-전주,1813,0,石製刀子,,한국-시대미상,석-,,,전라북도-부안군-邊山面 格浦里 竹幕洞全北 扶安郡 邊山面 格浦里 竹幕洞,,
국립1-전주-전주,1819,0,石製板甲,,한국-삼국,석-,사회생활-의례생활-제례,"높이 6.2,두께 4.4",전라북도-부안군-변산면 격포리 죽막동,,1819.板甲을 그대로 모조한 것으로 胸板은 낮게 背板은 높게 만들어져 있으나 區分刻線은 표현되어있지 않다. 단지 흉판과 배판이 별도로 만들어져 접합되는 겨드랑이 부분에 홈을 파서 구분짓고 있다. 배판의 상부 중앙에는 소공이 하나 뚫려 있으며 구멍과 구멍사이에는 홈이 패여있어 끈에 끼워 묶어 懸垂하였던 것임을 알 수 있다. 제작방법은 먼저 일정한 크기로 돌을 깨뜨린 다음 돌의 성질이 연한 것을 이용하여 칼라같은 예리한 도구로 깎기하여 형태를 다듬었다. 그런다음에 전체적으로 마연하여 마무리 한 것으로 생각된다. <부안죽막동제사유적보고서 참고>
국립1-전주-전주,1821,0,土製馬,,한국-삼국,토제-경질,사회생활-의례생활-제례,"현재길이 12.3,현재높이 7.1",전라북도-부안군-변산면 격포리 죽막동,,
국립1-전주-전주,1824,0,土製人形,,한국-삼국,토제-경질,사회생활-의례생활-제례,높이 9.5,전라북도-부안군-변산면 격포리 죽막동,,1824. 土製人形人形模造品으로 한쪽팔과 양쪽다리가 결실되었다. 얼굴부분에는 아무런 표시도 없다. 두팔과 두다리를 벌리고 있으며 性器가 강조된 모습이다. 나5구의 교단층에서 출토되었다. 
국립1-전주-전주,1858,0,鐵鋌,,한국-삼국,금속-철,산업/생업-기타-,"현재길이 7.5,두께 0.3,현재너비 4.3",전라북도-부안군-邊山面 格浦里 竹幕洞,,
국립1-전주-전주,1905,0,廣口長頸壺,,한국-삼국,토제-경질,식-음식기-저장운반,"높이 30.6,입지름 25.4,몸통지름 21.9",전라북도-부안군-邊山面 格浦里 竹幕洞,,
국립1-전주-전주,1923,0,直口臺,곧은목항아리,한국-삼국,토제-경질,식-음식기-저장운반,"높이 56.9,입지름 22.5,몸통지름 52",전라북도-부안군-변산면 적포리 죽막동산 35-17,,"1923.口頸部는 약간 外反하고 口緣端은 直線을 이루나 內側端이 수평상으로 약간 돌출되어 있으며, 구연內外面에 회전물손질하였다.동체는 最大徑이 상위에 있어 뚜렷한 肩部를 형성하고, 外面에는 格子打捺하였으나 정면으로 일부 지워져 있다. 內面에는 종횡의 木理調整하였으며, 바닥은 格子打捺하였다. 灰靑色 軟質土器로 胎土는 細沙粒이 섞인 점토이고, 器斷面은 灰赤色을 띠고 있다. 환원염소성으로 소성시 바닥의 일부는 軟質 燒成되어 赤褐色을 띠고있다."
국립1-전주-전주,1940,0,筒形器臺,그릇받침,한국-삼국,토제-경질,식-음식기-저장운반,현재높이 22.9,전라북도-부안군-변산면 적포리 죽막동산 35-17,,"1940.受部는 상부가 결실되고 器身만 남아 있는데, 斷面의 형태로 보아 결실된 상부는 別造하여 접합했던 것으로 보인다. 器身은 먼저 外面에는 회전에 의한 깎기조정한 후 牛角形의 소형돌기 3개를 등 간격으로 부착하였고, 內面은 중하위에 횡방향의 木理調整, 상위에 縱斜向의 木理調整하였다. 筒部는 外面에 회전에 희한 木理調整 후 단면 삼각형의 突帶를 돌려 붙여 3단구획한후 1,2단에는 종향으로 蕨狀의 점토대 3개를 등간격으로 눌러 붙여 장식하였다.내면에는 斜向의 木理調整하였다. 受部와는 別造한후 다시 접합한 것이다. 暗褐色 硬質土器로 일부는 灰褐色을 띠고 있다. 胎土는 정선된 점토이고, 器斷面의 색조는 灰赤色이며, 환원염소성하였다."
국립1-전주-전주,1949,0,把手附盞,손잡이달린잔,한국-삼국,토제-경질,식-음식기-음식,"높이 12,입지름 9.6,바닥지름 6",전라북도-부안군-변산면 적포리 죽막동산 35-17,,"1949. 把手附盞暗赤褐色 硬質土器로 胎土는 5mm정도의 石粒도 일부조합되어 있으나, 비교적 정선된 점토이다. 器斷面은 보통 暗赤色을 띠나 개체이다. 약간의 차이가 있다. 환원염소성 하였다. 소성상태는 매우 양호하다. 기면의 색조가 특이한 것은 소성과정에서 적색으로 발현되기가 쉬운 질분이 많이 섞인 연료를 물에 풀어서 바르고 어느 정도 마른후에 대칼 등의 도구로 마연하였기 때문일 것이다.제작방법은 먼저 원형 점토판위에 테쌓기나 감아올리기로 원통형의 전을 성형한 후에 측면에 단면 圓形의 把手를 器壁에 구멍을 뚫은 후 예새와 같은 도구로 주위를 문질러 붙여 완성하였다. 그런데 상단의 엄지손가락 모양의 꼭지는 把手 上部에 홈을 파고, 거기에 미리 뾰족하게 만든 꼭지의 끝을 끼워 넣은 후에 약간의 점토를 덧대고 대칼등으로 눌러붙인 것이다. 外面에는 마연하였고, 內面에는 회전물손질 하였다. 바닥에는 깎기조정흔이 관찰된다. "
국립1-전주-전주,1951,0,杯附甁,,한국-삼국,토제-경질,식-음식기-음식,"높이 19.5,입지름 11.2",전라북도-부안군-변산면 격포리 죽막동산 35-17 ,,"구연, 목, 동체를 別造하였던 것으로 보인다. 구연은 거의 직립하며, 口緣端은 曲面을 이루고 外面下에 1條의 突帶를 돌렸다. 內,外面에 회전물손질하였고, 底部와의 접합면에는 깎기흔이 관찰된다. 한편 저부 外面에는 織物痕이 관찰되는데 성형과정에서 물레 위에 布를 깔았던 흔적으로 추정된다. 목은 둥근 점토에 구멍만 뚫은 것으로 구연과 接合時에는 주위에 점토를 덧대고 손으로 눌러 붙였다. 灰赤色 硬質 土器로 일명 '자라병'으로도 불리우는 것이다. 胎土는 0.3cm안팎의 미세한 석립이 섞여 있는 정선된 점토로 器斷面은 灰白色을 띠고 있으며 환원 염소성하였다."
국립1-전주-전주,1960,0,大壺,큰항아리,한국-삼국,토제-경질,식-음식기-저장운반,"높이 87.4,입지름 46.2,몸통지름 69.2",전라북도-부안군-변산면 격포리 죽막동산 35-17,,"口緣은 수평상으로 外反하고, 口緣端은 凹面을 이룬다. 胴體는 最大徑이 中位에 있다. 口緣은 內外面에 회전물손질하였고, 동체 및 저부는 외면에 회전물손질 후 부분적으로 부정형의 線刻 및 磨硏 內面에는 부정방향이나 橫方向으로 木理調整하였다. 暗紫色硬質 土器로서 일부는 灰褐色을 띠고 있다. 胎土는 0.5cm이하의 細沙粒이 섞인 점토이고, 器斷面의 색조는 역시 暗紫色이다. 환원염소성하였고, 부분적으로 器面에 약간의 自然釉가 유착되어 있다."
국립1-전주-전주,1965,0,大壺,큰항아리,한국-삼국,토제-경질,사회생활-의례생활-제례,"높이 62.1,입지름 35,너비 47.6",전라북도-부안군-변산면 격포리 죽막동산 35-17,,"大壺비교적 긴목을 가진 圓底大壺이다. 구연은 수평상으로 외반하고 口緣端은 凹面을 이루며, 동체는 最大徑이 中位에 있다. 구연은 內外面에 회전물손질하였고, 外面에는 다시 좌회전하면서 13齒具로 集線波狀文 6줄을 새겼다. 동체는 외면의 中上位에는 회전물손질한 후 齒高가 높고 齒面이 넓은 13齒具로 集線波狀文 4줄을 새겼으며, 下位에는 회전에 의한 木理調整하였고 내면에는 縱向으로 木理調整하였다. 저부는 외면에 불규칙하게 平行打捺하였고, 내면에는 橫向의 木理調整하였다. 暗紫色 硬質이고 일부는 자연유가 유착되거나 유착된 자연유가 탈락되어 暗緣色, 灰褐色을 띠고 있다. 태토는 굵은 석영립이 일부 혼입되어 있는 점토이고, 器斷面의 색조는 灰赤色이다. 환원염소성하였고, 소성시 기면에 미세한 기포가 형성되었으며, 기형의 일부가 변형되었다. 나 2구, C4,C5,D4,D5,E4,다2구,C6,E8에서 출토되었다."
국립1-전주-전주,1971,0,大壺,큰항아리,한국-삼국,토제-경질,식-음식기-저장운반,"높이 66,입지름 45.5,몸통지름 63",전라북도-부안군-변산면 격포리 죽막동,,"大壺圓底廣口壺이다.  口緣部는 밖으로 말린듯 外反되었고, 外面은 1段꺾여 넓어지고 內面은 약간 아래로 쳐진듯 수평을 이루고 있다. 頸部는 좁아드는 기미로 곧추서 있고 胴體는 中上位에 最大徑을 두고 서서히 좁아드는데 둥근 바닥은 약간의 平底기미를 가지고 있다. 口緣 內外面은 回轉물손질되었고, 胴體는 외면에 從向 또는 左下로 平行打捺, 內面에는 木理調整되었으며 바닥은 불규칙 平行打捺되었다. 黑灰色 또는 일부에 灰褐色을 띠는 硬質로 胎土는 細沙粒이 약간 섞인 점토가 사용되었고, 환원염소성되었다. "
국립1-전주-전주,1975,0,大壺,큰항아리,한국-삼국,토제-경질,식-음식기-저장운반,"입지름 53.5,높이 80.1,몸통지름 65.3","전라북도-부안군-변산면 격포리 죽막동  나 2,3지구",,大壺圓底廣口長頸壺이다. 口緣部는 수평外反하고 口緣端은 斜直線으로 마무리 되었다. 頸部는 약간의 外反기미를 보이나 거의 직립해 있으며 胴體 最大徑은 上位의 肩部에 있고 서서히 좁아지다 圓底로 마무리된다. 口頸部는 內外面 回轉에 의해 木理調整되었고 胴體以下外全面은 格子文 打捺. 內面은 木理調整되었다. 灰靑色 硬質로 태토에 細沙粒이 섞인 점토가 사용되었으며 환원염소성되었다. 
국립1-전주-전주,1990,0,鉢形器臺,그릇받침,한국-삼국,토제-경질,사회생활-의례생활-제례,"높이 23.5,입지름 29.5,바닥지름 27.4,굽높이 12.8",전라북도-부안군-邊山面 格浦里 竹幕洞,,
국립1-전주-전주,2046,0,石灰石製十王像,,한국-조선,석-,종교신앙-불교-예배,"높이 83,머리높이 26,어깨너비 28,대좌높이 25.5,대좌너비 38.5,화장 30,등길이 32",전라북도-무주군-적상면 북창리 안국사지,,"무주 安國寺址 千佛殿 기단 아래서 출토되었다. 十王 中 第四 伍官王像으로 중생의 亡國죄를 다스리고 五刑을 주관한다. 이 像은 坐像으로 石灰岩으로 조각하여 표면에 색칠하였다. 머리에는 遠遊冠을 쓰고 있는데 청, 홍, 녹색등으로 화려하게 장식하였다. 冠 前面 하단에는 菊花文을, 그 위에 蓮花文을 조각하였다. 冠 양쪽면에 비녀 꽂은 구멍이 있고 관 아래 묵선으로 격자를 그려 網巾을 표시하였다. 얼굴은 白色에 눈은 양쪽으로 치켜 올렸으며 입술은 가늘다. 턱에는 돌출한 수염이 있으나 일부 결실되었다. 오른손은腰帶를 잡고, 왼손은 왼쪽 무릎 위에 올려 놓고 있다. 袍는 像 후면 大帶 상부에서부터 이어지는 外衣를 걸쳤다. 外衣는 미색에 加選은 붉은 색으로 칠하였다. 袍의 깃이나 도련 소매의 加選은 검정색이다. 전체적인 주름은 형식적이며, 겹친 주름은 두껍게 표현했다. 가슴 아래 붉은색 大帶가 있고 그 아래서 두다리 사이로 蔽膝이 바닥까지 있다. 大帶 바깥에 腰帶를 둘러 장식하였는데 蓮花文 장식이 中央에 있다. 袍 안쪽에 中單은 목과 손목 부위에 드러나 있다. 신발은 붉은색으로 정면을 향한다. 臺座 양옆은 花文을 투각하였고 횡으로 第四王이란 묵서명이 있다. (유소희) "
국립1-전주-전주,2114,0,蓋形土器,뚜껑모양토기,한국-청동기,토제-,식-음식기-저장운반,"높이 3.7,입지름 26.4",전라북도-완주군-伊西面 盤橋里,,"上面이 볼록하게 솟은 圓盤 모양의 뚜껑형 토기이다. 器壁은 中央이 약간 두터울 뿐 전체적으로 0.8cm 내외로 얇다. 굵은 石粒이 다량으로 섞인 거칠은 胎土로 제작하였으며, 內面에 부분적으로 赤色의 단 칠한 흔적이 관찰된다. (임영호)"
국립1-전주-전주,2150,0,紡錘車,,한국-청동기,석-,산업/생업-공업-염직,"지름 6.8,구멍지름 0.7,두께 0.7",전라북도-부안군-이서면 반교리 제 2호 주거지바닥,,"灰靑色을 띠는 片岩製 紡錘車이다.지름 6.8cm, 두께 0.7cm의 납작한 원판형으로 전면이 곱게 마연되어 있으며, 중앙에 지름 0.7cm의 구멍이 있는데 양쪽에서 뚫은 것으로 보인다. 결을 따라 橫方向으로 20分되었고 缺損 및 剝離되었다. "
국립1-전주-전주,2169,0,紅陶,붉은간토기,한국-청동기,토제-연질,식-음식기-저장운반,"높이 11.9,입지름 10.2,바닥지름 5.8",전라북도-완주군-伊西面 盤橋里,,"口緣은 완만하게 바라져 外反하였으며, 口緣에서 底部에 이르는 外側線은 曲線으로 胴Ш의 下部가 급하게 좁아져, 좁은 平底를 이루는 甕形土器이다. 明赤色의 고운 粘土로서 內外面에 붉은 단칠이 되 있는 紅陶로서, 內面에 從으로 길게 指豆痕이 관찰된다. (임영호)"
국립1-전주-전주,2227,0,器臺,그릇받침,한국-삼국,토제-경질,식-음식기-음식,"높이 10.2,입지름 15.1,바닥지름 16.1",전라북도-남원시-고죽동 4호 석곽묘,,"器臺 (그릇받침)위 아래가 뚫려 있는 굴대 형식이다.口緣部는 외반기미로 直立하며 中間이 약하게 凹面을 이루고 口緣端은 뭉툭하고 둥글게 처리되었다.용기부는 구연에서 사선으로 좁아들며 반전되어 굽받침으로 이어지는데 경계부에는 약한 돌대가 1條 마련되어 있다.굽받침은 나팔 형태로 벌어지며, 굽받침端은 구연부와 같은 형식으로 내만기미로 直立되며 中間이 약하게 凹面을 이룬다.돌대 直下에 등간격으로 4곳에 삼각형 투창이 뚫려 있는데 크기와 형태에서 약간씩 차이를 보인다.內面은 용기부에서 사선으로 좁아들다 굽받침과의 경계면에서 비교적 각을 이루면서 꺾이는데 물손질로 인해 태토가 약간씩 밀려 있다.灰靑色 硬質로 태토에 白色 사립이 다량 함유되어 있어 약간 거칠어 보인다."
국립1-전주-전주,2245,0,半月形石刀,반달돌칼,한국-청동기,석-,산업/생업-농업-수확탈곡,"길이 10.2,두께 0.4,너비 5.3,구멍지름 0",전라북도-남원시-고죽동 1호 집자리,,"半月形石刀 魚形에 가깝다.왼쪽 등부분은 사직선으로 마연되었으며 오른쪽 등부분은 둥글게 마연되어 있고 오른쪽 등부분 가운데에 반만 남아있는 구멍이 있다.날 너비 0.7cm 내외의 刀部는 한면만을 갈아세운 單刀이다. 등가까이에서 왼쪽으로 약간 치우친 위치에 지름 0.4cm의 구멍이 1.5cm간격으로 2개 뚫려 있는데, 양면에서 뚫은 것이다. 全面이 곱게 마연되어 있다.석도의 형태와 반만 남은 구멍으로 볼때 보다 큰 石刀를 재가공하였던 것으로 보이며, 등부분의 마연 상태와 손잡이 구멍 위치로 보아 왼손잡이用이었을 것으로 보인다."
국립1-전주-전주,2253,0,紡錘車,가락바퀴,한국-청동기,토제-연질,산업/생업-공업-염직,"지름 5.8,두께 1.1,구멍지름 0.9",전라북도-남원시-고죽동 1호 집자리,,
국립1-전주-전주,2260,0,短徑小壺,,한국-통일신라,토제-경질,식-음식기-저장운반,"높이 8.3,입지름 10,바닥지름 6.3,몸통지름 11.2",전라북도-진안군-안천면 삼락리 승금 B-1석곽,,灰靑色 硬質의 小壺로 외벽 일부는 소성시 강한 열을 받아 暗靑色으로 변한 곳이 있다. 口緣은 直立하였으며 胴Ш는 완만한 곡선을 이뤄 最大徑은 胴Ш 中央에 있다. 胴Ш와 바닥의 경계부분은 예새로 깍아서 말각평저를 이루고 그  주변에 指痕이 있다. 바닥에는 붓손질흔이 있고 기면 內外에 물레회전흔이 있다. 0.1cm이하의 세사립이 함유되어 있는 정선된 胎土로 기벽은 얇은 편이다. (박현정)
국립1-전주-전주,2262,0,高杯,굽다리접시,한국-통일신라,토제-경질,식-음식기-음식,"전체높이 6.2,입지름 10.3,굽높이 1.7,받침지름 4.5",전라북도-진안군-안천면 삼락리 승금 B-1석곽,,
국립1-전주-전주,2267,0,高杯,굽다리접시,한국-통일신라,토제-경질,식-음식기-음식,"높이 5.8,입지름 12,굽높이 1.7,바닥지름 6.8",전라북도-진안군-안천면 삼락리 승금마을 ,,"高杯外面은 옅은 灰靑色, 內面은 灰白色을 띠는 考杯로 전체적으로 검은 반점이 있다. 杯身의 바닥 중앙부분에 손끝으로 쓴 자국이 있고 杯身의 外面에는 흔적상 돌대를 3조 돌리고 있다. 짧은 대각에는 0.5X0.7cm의 장방형 투공이 3개 뚫려 있고 대각단은 둥글게 말린 형태이다. 內面은 木理調整痕이 있고 外面에는 회전痕이 있다. 外面에서 杯의 하부에 작은 태토가 부착되어 있고 그 주위로 대각을 포함해서 일부는 黃白色을 띤다."
국립1-전주-전주,2353,0,'申''斯'印平瓦片,'申''斯'새김암키와편,한국-삼국,토제-연질,주-건축부재-지붕재,"현재길이 12.7,두께 1.6",전라북도-익산시-왕궁면 왕궁리 추정금당지,,
